"","CATCHID","SINUOSITY.x","STRM_DENS.x","ELEVCM_MEA.x","SLP_PERC.x","MEAN_RCHRG.x","MEAN_IEOF.x","RF30_MEAN.x","NHDAREAWTMAP.x","NHDAREAWTMAT.x","NHDMAXELEVSMO.x","NHDMINELEVSMO.x","NHDSLOPE.x","L_POPDENS","SO.x","OrgMatter_WA.x","CaCO3_WA.x","SurfText_Maj.x","NLCD_CN.x","DENS_RD_XING.x","DENS_FishBarrier.x","DENS_L_TRI.x","StorageRatio.x","BFI_MEAN.y","SINUOSITY.y","STRM_DENS.y","ELEVCM_MEA.y","SLP_PERC.y","MEAN_RCHRG.y","MEAN_IEOF.y","SATOF_MEAN.y","NHDAREAWTMAP.y","NHDAREAWTMAT.y","NHDMAXELEVSMO.y","NHDSLOPE.y","N_POPDENSC","Silt_WA.y","OrgMatter_WA.y","KfactWS_WA.y","EC_WA.y","Dep2WatTbl_WA.y","CaCO3_WA.y","SurfText_Maj.y","NLCD_CN.y","DENS_RD_XING.y","DENS_DamCount.y","DENS_L_TRI.y","DENS_L_NPDES.y","DENS_L_CERC.y","StorageRatio.y","NHDCUMDRAINAG.x","PCT_ADRAIN.x","PCT_ADRAIN.y","Dom_SGEOL.x","Dom_SGEOL.y","sedrisk.x","PCT_IRRIG.x","PCT_IRRIG.y","basf_PC.x","frccMN.x","is_PC.x","prcp_PC.x","runo_PC.x","snwe_PC.x","fireMN.x","TotalUse","tave_PC.x","tmax_PC.x","tmin_PC.x","Pct2006NatLC.x","Pct2006AgrLC.x","ARAPct2006NatLC.x","Pct2006NatLC.y","Pct2006UrbLC.y","Pct2006AgrLC.y","ARAPct2006NatLC.y","ARAPct2006AgrLC.y","L_ROADDENS","N_ROADDENS","Ksat_WA","WQRegion","PSARegion","LgFldFlow_p.x","SmFldDur_p.x","SmFldDate_p.x","SmFldFreq.x","HiFall_p.x","CRAM_Overall_Score.x","CSCI.x","N_SUMMER","pH_SUMMER.x","SpecCond_SUMMER.x","TEMP_SUMMER.x","TURB_SUMMER.x","PHAB.MMI.Score"
"1539",8273167,1.17752,0.000752849,454.36,47.54,121.2,2.91,1439.3,1261.783,137.3766,400.51,265.54,0.07167,1.7783,1,2.609876507,0,"silt loam",78.27893603,1.599826572,0,0,0,25.63,1.17752,0.000752849,454.36,47.54,121.2,2.91,2.15,1261.783,137.3766,400.51,0.07167,1.778,33.69745632,2.609876507,0.3196246,0.183749077,201,0,"silt loam",78.27893603,1.599826572,0,0,0,0,0,2.501,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",77.2356347,0,0,52.79584069,1.7,1.818186874,44.38416453,29.07370358,0,1.039469404,0,0.009079264,0.009941435,0.008161553,0.969086987,0,0.931623932,0.969086987,0.030913012,0,0.931623932,0,2382.21,2382.21,12.66919153,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540",8273169,1.17527,0.000907223,31.55,1.67,164,6,907.05,1081.89595,144.2687,28.21,17.07,0.0038,134.518,3,1.99,3,"silty clay loam",72.79191074,0,0,0,0,31.41752064,1.189070909,0.000773113,309.2637259,25.07009407,174.026116,2.988272795,2.859577141,1119.749004,143.1402046,572.74,0.037627783,28.43,33.33875595,1.791135481,0.286138305,0.540772148,191.8829323,0.189938911,"clay loam",73.83880128,0.746686672,0.008582605,0,0,0,0.001930133,116.51,0.008858788,0.000492347,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",5.822333571,0.350867371,0.037274018,59.43747337,2,1.018139427,44.26208485,22.67486247,0,0.991104167,0.255235731,0.00914412,0.010659751,0.007535521,0.288145048,0.515202232,0.114909091,0.897692903,0.085022367,0.017284732,0.774668425,0.047447597,2495.11,191281.03,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541",8273171,1.14986,0.00041163,38.62,1.4,159.6,6,862.92,863.0248,145.6853,40.26,17.07,0.00425,267.7234,1,1.99,3,"silty clay loam",73.83794627,0.151002807,0,0.075501403,0,32.2,1.14986,0.00041163,38.62,1.4,159.6,6,2.37,863.0248,145.6853,40.26,0.00425,267.723,35.5,1.99,0.37,1.1,57,3,"silty clay loam",73.83794627,0.151002807,0,0.075501403,0,0,0,13.248,0.011184506,0.011184506,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",5.345740544,0.404776388,0.404776388,59.51868103,1.769230769,0.441382164,44.23035146,21.92197417,0,0.953031412,0.777799254,0.009135738,0.010745945,0.007427344,0.12016321,0.576810609,0.099513777,0.12016321,0.303026182,0.576810609,0.099513777,0.669367909,42506,42506,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542",8273173,1.03786,0.001383972,332.19,41.41,138.4,3,1415.99,1245.75224,137.03604,259.06,231.83,0.02292,6.4413,2,2.42,0,"silt loam",79.13655462,1.164776818,1.164776818,0,0,28.61283446,1.132587541,0.000886655,482.6675954,39.93862994,138.5864443,2.243157043,2.468815585,1233.120379,137.4456365,585.78,0.074219143,3.451,34.28345538,2.449599055,0.3223716,0.221485874,201,0,"silt loam",73.36117694,0.44611707,0,0,0,0,0,13.455,0,0.000127702,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",55.26912593,0,0.001824151,52.88378058,1.61627907,1.392065234,44.42299657,29.17907769,0,1.023438217,0,0.009086369,0.0099474,0.008169288,0.980042016,0,0.960843374,0.987639501,0.0123605,0,0.981682885,0,595.09,6437.11,6.6503,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545",8273179,1.165,0.004294929,278.83,41.01,137,3,1529.41,1300.00559,138.04395,242.23,231.83,0.03095,5.6782,2,2.42,0,"silt loam",78.78823529,0,0,0,0,25.70207813,1.264620632,0.000867708,527.8492084,37.56282436,119.1986789,3,2.525501877,1298.32746,138.1057491,597.2,0.122174463,2.828,34.65879805,3.173528986,0.275110082,0.650558348,171.8013001,0,"silt loam",78.96886314,0,0,0,0,0,0,8.06,0,0.000105236,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",33.35754471,0,0.002621562,52.59286107,1.857142857,2.213979609,44.53153505,29.20427004,0,1.018554688,0,0.009094517,0.010053449,0.00807403,0.999999999,0,1.000000001,0.998884653,0.001115347,0,1,0,0,281.57,6.6503,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546",8273181,1.08749,0.000910332,424.53,39.85,134.5,3,1543.34,1297.9057,138.12128,341.13,242.23,0.07293,2.9764,2,2.885913422,0,"silt loam",79.18032787,0,0,0,0,24.92173278,1.215408856,0.000738446,543.1747607,38.25343569,115.3528963,3,2.375142163,1295.780155,138.199556,597.2,0.114127949,2.804,35.17579426,3.042250706,0.289976798,0.576614963,177.3510794,0,"silt loam",79.02797855,0,0,0,0,0,0,6.12,0,0.000138583,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",52.59628408,0,0.003452287,52.29579987,1.715231788,2.323856088,44.57416667,29.2499664,0,1.023929362,0,0.009095669,0.010084986,0.008043443,1,0,0.999999999,0.998531221,0.00146878,0,1.000000001,0,0,281.57,5.812687506,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548",8273185,1.23894,0.000502589,35.8,7.46,161.1,5.57,977.9,958.20148,142.88463,14.94,14.4,0.00017,46.3049,4,2.136566207,2.087041822,"silty clay loam",69.8172429,0.162714295,0,0,0,29.31115227,3.507844387,0.000647078,164.7737116,13.4019992,140.9250244,4.631003764,2.662894013,989.7977861,142.6551464,652.59,0.029597819,266.873,33.00128862,1.84509979,0.320403487,0.914702366,135.3306474,1.226635608,"clay loam",75.77351472,0.709801629,0.017612944,0.019374238,0.001761294,0,0.063637316,567.763,0.006396771,0.001103647,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",25.71791045,0.41813506,0.163717687,59.31744945,1.477477477,0.287536374,44.5629797,23.30621572,0,1.033850517,0.374123881,0.009121868,0.010412705,0.00774912,0.465426311,0.437591562,0.279054498,0.603020478,0.304382798,0.092596725,0.509930746,0.114866587,13570.14,1946333.49,7.831797039,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549",8273187,1.05428,0.01402267,15.4,1.51,162,6,977,958.44959,142.88552,14.94,14.94,0,32,4,1.59,3,"clay",87.33333332,0,0,0,0,29.26349907,3.528369699,0.000648459,166.2134052,13.46838987,140.7000322,4.62045124,2.667874749,990.1499102,142.6525885,652.59,0.029862572,269.334,33.04540061,1.84186384,0.319992333,0.911454336,135.8924706,1.217153248,"clay loam",75.83725936,0.715932198,0.017809259,0.019590185,0.001780926,0,0.064941693,561.505,0,0.001045742,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",5.88936956,0.24980093,0.160889085,59.36593951,NA,0.285492947,44.71210338,23.23229401,0,1.037415266,0.000187576,0.009104366,0.010306739,0.007823981,0.166666667,0.833333333,0.166666667,0.604502507,0.306713988,0.088783505,0.511980318,0.109757238,0,1932763.35,1.271,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550",8273189,1.04518,0.000506125,617.82,34.25,114.6,3,1559,1306.63,137.8,501.92,341.13,0.223,2.2547,1,3.781780525,0,"gravelly loam",78.68935098,0,0,0,0,24.82,1.04518,0.000506125,617.82,34.25,114.6,3,2.64,1306.63,137.8,501.92,0.223,2.255,31.85227478,3.781780525,0.203731647,0.97386101,146.7815741,0,"gravelly loam",78.68935098,0,0,0,0,0,0,1.424,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",18.53517875,0,0,51.77444934,2.2,3.89218483,44.75076134,29.11032531,0,1.020907215,0,0.009109106,0.010277978,0.007867852,1.000000001,0,1,1.000000001,0,0,1,0,0,0,4.413805927,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551",8273191,1.3367,0.00076182,565.1,39.29,106.8,3,1558.47,1289.976,138.4133,597.2,341.13,0.10486,2.9683,1,2.786447352,0,"silt loam",79.10762332,0,0,0,0,23.19,1.3367,0.00076182,565.1,39.29,106.8,3,2,1289.976,138.4133,597.2,0.10486,2.968,35.92672617,2.786447352,0.317388109,0.420492917,188.5981112,0,"silt loam",79.10762332,0,0,0,0,0,0,3.206,0.000264441,0.000264441,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",65.29972701,0.006587572,0.006587572,52.08581862,1.610759494,2.30591628,44.62824333,28.84947552,0,1.034889391,0.002938689,0.009098171,0.010205442,0.007922482,0.99719731,0,1,0.99719731,0.002802691,0,1,0,281.57,281.57,7.880728178,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552",8273193,1.46626,0.000642448,28.01,2.89,158.3,6,963.62,1053.62779,144.38346,17.07,15.23,0.00056,60.2966,3,1.95698304,3,"silty clay loam",72.76069901,0.595227368,0,0,0,31.5580583,1.195993826,0.00073271,272.1555868,21.91507729,172.0206808,3.396798179,2.77933439,1092.052231,143.4367586,572.74,0.034569577,53.139,33.61062273,1.816875948,0.297112506,0.620949252,173.759581,0.571109318,"clay loam",73.79840756,0.68249454,0.007418419,0.007418419,0,0,0.001738059,134.798,0.005457878,0.001728568,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",9.173860691,0.464362266,0.08935172,59.29354315,1.461538462,0.876468733,44.62564133,22.88670998,0,1.011400417,0.443103757,0.009108936,0.010438105,0.007695446,0.203281027,0.580420828,0.160744501,0.79533271,0.11135075,0.093316538,0.687768762,0.128871561,8801.63,242588.66,6.461975106,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553",8273195,1.06179,0.00043491,69.14,8.09,147.5,3.61,766.22,847.1789,146.6033,42.76,38.13,0.00393,825.5922,1,1.854191686,1.868264052,"silty clay loam",70.73367755,0.369970873,0,0.369970873,0,30.05,1.06179,0.00043491,69.14,8.09,147.5,3.61,3.8,847.1789,146.6033,42.76,0.00393,825.592,33.2365281,1.854191686,0.28700603,1.062275468,111.3233255,1.868264052,"silty clay loam",70.73367755,0.369970873,0,0.369970873,0,0,0,2.705,6.68e-06,6.68e-06,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",0.424877008,0.000499072,0.000499072,58.74906183,1.442622951,0.248160972,44.2732734,20.65701553,0,0.88990556,0.049422713,0.009117345,0.011113303,0.007003685,0.063624252,0,0,0.063624252,0.93637575,0,0,0,23943.97,23943.97,6.887352117,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554",8273197,1.05391,0.00031314,91.06,9.1,154.4,3.95,832.26,868.5432,146.7054,43.21,38.13,0.00314,299.4068,1,1.801348458,1.427903818,"very gravelly loam",78.39546248,0.388139566,1.552558263,0,1.587606597,30.94,1.05391,0.00031314,91.06,9.1,154.4,3.95,3.68,868.5432,146.7054,43.21,0.00314,299.407,32.35580764,1.801348458,0.254712947,1.047596794,132.4606167,1.427903818,"very gravelly loam",78.39546248,0.388139566,0.194069783,0,0,0,1.587606597,5.155,0.00125406,0.00125406,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",2.300247317,0.157161533,0.157161533,59.29595753,1.607843137,0.314213889,44.10325622,20.647109,0,0.894834315,0.157094554,0.009130926,0.011031325,0.007117536,0.380453753,0.019720768,0.20702403,0.380453753,0.59982548,0.019720768,0.20702403,0.011090573,23854.4,23854.4,6.871146861,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556",8273201,1.38407,0.001150368,487.81,35.15,131.1,3,1452.44,1306.63,137.8,570.95,242.23,0.15346,2.7873,1,3.636258924,0,"gravelly loam",78.78206365,0,0,0,0,28.13,1.38407,0.001150368,487.81,35.15,131.1,3,3,1306.63,137.8,570.95,0.15346,2.787,32.77120283,3.636258924,0.222311416,0.908129462,152.349643,0,"gravelly loam",78.78206365,0,0,0,0,0,0,1.862,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",21.14744937,0,0,52.03340057,1.871657754,0.817260513,44.70221424,29.30650229,0,1.012564944,0,0.009106367,0.01020654,0.007936843,1,0,1,1.000000001,0,0,1,0,0,0,4.463727082,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557",8273203,1.17016,0.000888466,214.75,19.41,140.8,4.94,1213.59,1039.823,143.6225,407.94,71.9,0.05626,250.3057,1,1.783456198,1.488703891,"clay loam",82.12078652,1.9327461,0,0,0,29,1.17016,0.000888466,214.75,19.41,140.8,4.94,2.35,1039.823,143.6225,407.94,0.05626,250.306,35.60075307,1.783456198,0.344811732,0.747364241,129.5422132,1.488703891,"clay loam",82.12078652,1.9327461,0,0,0,0,0,6.722,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",10.29217394,0.048533618,0.048533618,55.64983174,1.629032258,0.18211636,44.4317537,25.51004107,0,0.959023732,0.641488549,0.009107919,0.01064081,0.007481831,0.548421616,0,0.433048434,0.548421616,0.451578385,0,0.433048434,0,35870.46,35870.46,7.928923882,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558",8273205,1.13928,0.001064572,169.93,16.39,142.8,3.1,1164.74,991.2429,145.4402,368.95,71.9,0.06403,250.9211,1,1.818400067,1.744390733,"silty clay loam",66.16388029,2.523152979,0.688132631,0,0,29,1.13928,0.001064572,169.93,16.39,142.8,3.1,2.98,991.2429,145.4402,368.95,0.06403,250.921,35.58370728,1.818400067,0.349073179,0.807024504,117.2692448,1.744390733,"silty clay loam",66.16388029,2.523152979,0,0,0,0,0,4.358,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",6.811721532,0.010210822,0.010210822,56.70063251,1.570621469,0.029131008,44.26092532,24.44453241,0,0.950335605,6.886828261,0.009111571,0.01067591,0.007452294,0.433849329,0,0.35306554,0.433849329,0.566150671,0,0.35306554,0,24813.1,24813.1,7.759752945,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560",8273209,1.00245,0.001981098,74.27,1.83,140.9,6,792,1019.55123,144.37502,71.9,70.95,0.00225,88.0848,2,1.99,3,"silty clay loam",72.51470589,18.7917391,0,0,0,29,1.150774736,0.000977002,194.8095135,17.91352797,141.5735901,4.250000051,2.586493665,1020.696312,144.3380421,407.94,0.057466202,247.498,35.59227778,1.800830548,0.346930555,0.777027765,123.4400026,1.615833279,"clay loam",75.78279288,2.478168855,0,0,0,0,0,11.292,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",0.054113014,0.035911248,0.033508852,56.44831685,NA,0.114811964,44.52852613,23.7011139,0,0.927934657,0.020137649,0.009107995,0.010969442,0.007136106,0,0,0,0.493881641,0.50611836,0,0.380392157,0,2877.65,63561.21,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561",8273211,1.08637,0.00047438,161.21,16.63,148.9,3.09,962.01,996.03373,146.52331,114.49,70.95,0.00952,505.2916,2,1.755950349,1.28744158,"clay loam",81.67221756,0.933357718,0.622238478,0,0.181310297,30.06520394,114.231508,0.000532545,194.1997739,17.27435306,152.7129979,3.061112315,3.351543357,1011.908184,146.5819494,316.93,0.03628554,365.565,35.46707341,1.711454685,0.331217659,0.63850169,155.3105563,0.951863411,"clay loam",81.08973211,0.845031871,0.070419323,0,0,0,0.181310297,14.201,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",8.872179492,0.123713558,0.112470665,57.85971849,1.37037037,0.498950177,44.08712613,23.09985086,0,0.938182843,0.364210671,0.009120052,0.010757214,0.007383982,0.614702864,0,0.264163374,0.693745229,0.30625477,0,0.457179378,0,34362.95,44321.18,8.062085736,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562",8273213,1.02313,0.001432276,38.91,0.47,146.1,6,762,857.60672,146.56319,38.13,34.57,0.00426,951.6245,2,1.99,3,"silty clay loam",72.75385801,1.704220878,3.408441756,0,0,30.58972773,1.049387032,0.000429909,80.41758149,8.176830194,151.6140439,3.983628089,3.671156691,860.9431594,146.662828,43.21,0.003654182,512.973,32.85630718,1.83137843,0.273064597,1.055938453,120.4486277,1.678153589,"very gravelly loam",75.5503826,0.473794454,0.118448614,0.118448614,0,0,0.969448223,8.442,3.08e-05,0.000769679,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",0.027375939,0.000766303,0.096135062,58.58225874,NA,0.231108183,44.45392107,21.1137535,0,0.889680202,1.246633045,0.009106583,0.011014187,0.00708553,0,0,0,0.252575988,0.735387632,0.01203638,0.110526315,0.005921053,5038.35,52836.72,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563",8273215,1.08911,0.000868646,45.46,1.15,151.4,5.8,817.61,842.0948,145.8906,49.04,34.57,0.00381,811.0374,1,1.981479733,2.928997779,"silty clay loam",71.25437513,4.812880897,0.229184805,0,0,30.46,1.08911,0.000868646,45.46,1.15,151.4,5.8,3.07,842.0948,145.8906,49.04,0.00381,811.037,35.35799556,1.981479733,0.36479317,1.097633259,60.40810661,2.928997779,"silty clay loam",71.25437513,4.812880897,0,0,0,0,0,4.361,0.004397403,0.004397403,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",1.453947714,0.261033013,0.261033013,59.29160297,1.466666667,0.142940944,44.20969595,21.14281155,0,0.906378931,0.766763542,0.009127797,0.010921867,0.007226043,0.07123739,0.180770023,0.040515654,0.07123739,0.747992588,0.180770023,0.040515654,0.104511971,38841.88,38841.88,6.926387118,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564",8273217,1.19226,0.000440434,63.6,7.81,162.6,2.28,1086,989.3105,141.7199,47.56,19.61,0.01209,85.7591,1,2.533627466,0,"fine sandy loam",67.88301337,0.952580472,0.190516094,0,0,33.92,1.19226,0.000440434,63.6,7.81,162.6,2.28,4.44,989.3105,141.7199,47.56,0.01209,85.759,17.22824612,2.533627466,0.368028932,0.960578648,132.798916,0,"fine sandy loam",67.88301337,0.952580472,0,0,0,0,0,5.248,0.002156137,0.002156137,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",16.11554008,0.224700778,0.224700778,59.89681561,1.777777778,0.528687466,44.75045517,23.65454395,0,1.073887215,0.259493163,0.009089596,0.010185908,0.007921559,0.555193691,0.196606102,0.511299435,0.555193691,0.248200207,0.196606102,0.511299435,0.322033898,17379.96,17379.96,11.94822961,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1568",8273225,1.18527,0.000544854,403.37,40.91,135.2,3,1305,1180.653,139.6367,379.04,213.45,0.11947,5.3624,1,1.661831385,0,"clay loam",78.4118272,0,0,0,0,28.99,1.18527,0.000544854,403.37,40.91,135.2,3,3,1180.653,139.6367,379.04,0.11947,5.362,35.55752571,1.661831385,0.315616176,0.421919121,198.9542154,0,"clay loam",78.4118272,0,0,0,0,0,0,2.543,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",48.61480199,0,0,52.47290041,2.011857708,1.789775411,44.78315605,28.63816901,0,0.996958901,0,0.009113751,0.010420986,0.007725639,0.989022663,0,0.993119266,0.989022663,0.010977337,0,0.993119266,0,3173.13,3173.13,8.739259403,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1569",8273227,1.30476,0.000951244,57.45,7.62,160.3,3.67,1067.38,976.0606,140.4326,71.38,18.32,0.01696,100.3498,1,2.108848369,0.007121652,"fine sandy loam",67.91815191,0.607500891,0,0,0,33.67,1.30476,0.000951244,57.45,7.62,160.3,3.67,2.81,976.0606,140.4326,71.38,0.01696,100.35,19.98244172,2.108848369,0.350989139,1.003560826,128.8375086,0.007121652,"fine sandy loam",67.91815191,0.607500891,0,0,0,0,0,3.289,0.009715337,0.009715337,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",20.18852814,0.42353899,0.42353899,59.61377819,1.820895522,0.764114904,44.92170546,23.37227736,0,1.062498397,0.195608525,0.009081884,0.010059994,0.008036928,0.592267617,0.290101453,0.846846846,0.592267617,0.117630929,0.290101453,0.846846846,0.063063063,7016.88,7016.88,10.19766735,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570",8273229,1.22911,0.000701566,312.56,35.77,138.2,3.68,1292.42,1220.94175,138.33052,231.83,95.58,0.01771,16.2223,3,2.00644616,0.307775015,"clay loam",79.69413213,0.547171139,0.09119519,0,0,28.01428375,1.195171064,0.000819457,436.4466803,37.9413749,133.643434,2.91616848,2.58458021,1245.194346,137.9082702,597.2,0.07049614,7.608,35.36864596,2.479667862,0.318911597,0.398381374,188.6789228,0.103918956,"silt loam",76.89144114,0.369500126,0,0,0,0,0,32.48,8.56e-05,0.000107909,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",37.0796998,0.029565262,0.011388759,53.84876149,1.742768595,1.416743445,44.52794313,27.74227899,0,0.992443813,0.051854584,0.009102204,0.010338884,0.00778846,0.88584325,0,0.817538896,0.956059746,0.043940252,0,0.941022623,0,25040.98,31759.66,7.680096644,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572",8273233,1.25892,0.00114809,103.59,8.81,138.4,6,929.54,1142.30974,140.31876,95.58,62.58,0.00752,348.5441,3,1.980531915,2.930721332,"silty clay loam",66.22786304,0.786933374,0.524622249,0,0.242965673,28.38764977,1.224749248,0.000655398,339.0064509,29.54557954,133.7859286,3.495911308,2.491226849,1175.763529,139.6653764,597.2,0.058149674,71.664,35.73945339,2.157347395,0.328972407,0.536984485,166.6726595,0.645514532,"clay loam",77.40734993,0.469400898,0.034770437,0,0,0,0.253916238,57.534,0,0.000241363,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",1.228248166,0.129271224,0.036464109,55.31314844,1.280898876,0.437515989,44.64437886,25.23801787,0,0.945271119,1.586906389,0.009108369,0.010847015,0.00726568,0.137662338,0,0.071171819,0.828998631,0.164474858,0.006526511,0.787324694,0.003461743,27329.92,120485.78,6.974837076,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573",8273235,1.28665,0.000997058,89.61,8.99,139.6,5.93,805.6,1000.05312,145.59297,70.95,62.58,0.00534,903.0292,3,1.855945567,1.952171508,"silty clay loam",65.82808924,1.272151028,0.636075514,0,0,29.5587652,43.57922935,0.000745021,188.3803389,17.06001869,147.3022832,3.723918939,2.956072511,1014.88757,145.5879883,407.94,0.045469817,347.502,35.45941642,1.757148128,0.337207276,0.71529551,139.2205187,1.287072527,"clay loam",77.98850318,1.551449769,0.03693928,0,0,0,0.096351617,27.064,0,0,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",0.588906259,0,0.072983211,56.68105375,NA,0.247172945,44.5639317,23.06187658,0,0.918017074,1.220964211,0.009105272,0.011067287,0.0070277,0.037185355,0,0,0.572200368,0.427799631,0,0.368138801,0,14843.95,122726.34,7.238888875,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577",8273245,1.20939,0.00101526,35.81,1.47,146.2,6,853.11,859.4415,143.0481,41.75,19.58,0.00406,454.55,1,1.99,3,"silty clay loam",73.1404419,0.932008246,0,0,0,30.47,1.20939,0.00101526,35.81,1.47,146.2,6,2.55,859.4415,143.0481,41.75,0.00406,454.55,35.5,1.99,0.37,1.1,57,3,"silty clay loam",73.1404419,0.932008246,0,0,0,0,0,5.369,0.007055461,0.007055461,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",5.275357203,0.464170304,0.464170304,59.03324346,1.95,0.345919811,44.59245225,22.07612958,0,0.957180828,0.348349526,0.009102476,0.010656412,0.007452537,0.226816203,0.546702377,0.207562032,0.226816203,0.22648142,0.546702377,0.207562032,0.541157936,11520.81,11520.81,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578",8273247,1.00097,0.000287874,32.91,1.04,145.8,6,838.73,1013.25874,143.446,25.7,19.58,0.00263,1238.584,4,1.99,3,"silty clay loam",70.99425672,0,0,0,0,28.62399119,8.44804205,0.000663254,213.3856425,17.61676119,135.0145047,4.008541989,2.854050491,1064.786187,142.9621757,618.47,0.039436623,412.065,35.29760593,1.899144078,0.329023128,0.699234908,144.4613906,1.155334569,"clay loam",76.57563793,0.962795983,0.039412701,0.016891158,0,0,0.128560215,177.6,0.00350513,0.000540984,"PCT_SGEOL_45.x","PCT_SGEOL_45.y",2.188133452,0.31409835,0.069008048,58.72768009,NA,0.226526826,44.69733469,21.90176074,0,0.941161003,0.370179072,0.009091114,0.010717483,0.0073649,0.190141629,0.272108844,0.160725453,0.577260581,0.397274093,0.025465316,0.428002103,0.021964682,31763.69,777585.41,6.929,"North Coast","Coastal Chaparral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
